LABEL,TEXT,URL,EMAIL,PHONE
ham,حسنًا ، شكرًا ، لقد حصلت على الامتحانات في مارس ، لم يتم إجراء مراجعة؟ هل ما زال فران مع بويف؟ لقد قلقت IVE GOTTA INTERVIW 4 EXETER BIT! x,No,No,No
ham,نعم أعتقد ذلك حتى يغلق المتجر الإلكتروني لور.,No,No,No
smishing,أنت فائز تم اختيارك بشكل خاص 2 تلقي 1000 جنيه إسترليني نقدًا أو 4 * عطلة (رحلات طيران المؤتمر الوطني العراقي) تحدث إلى عامل تشغيل مباشر 2 مطالبة 0871277810810,No,No,yes
ham,لا يمكنني فعل ذلك الليلة,No,No,No
ham,لماذا أتيت بينكم أيها الناس,No,No,No
ham,القتال مع العالم سهل ، إما أن تربح أو تخسر ، لكن القتال مع شخص قريب منك صعب لأنك إذا خسرت ، وخسرت ، وإذا فزت ، فأنت لا تزال تخسر.,No,No,No
ham,K تعال إلى نوردستروم عندما تنتهي,No,No,No
ham,أنا وزوجته الآن شراء تكس لار ...,No,No,No
ham,مرحباً :) هل سألت وحيدة فاطمة عن الإجازة؟,No,No,No
ham,روز للأحمر والأحمر للدم والدم للقلب والقلب لأجلك. لكنك بالنسبة لي .... أرسل tis إلى جميع أصدقائك .. بمن فيهم أنا .. إذا كنت تحبني .. إذا عدت ، فأنت فقير فيما يتعلق! 2-u تحتاج إلى بعض 1 لدعم 3-u r frnd 2 كثير 4-some1 luvs u 5 + - بعض 1 يدعو الله أن يتزوجك. :-) جربه ....,No,No,No
ham,حسنًا يا إلهي الآن ، أنت في كاستور؟,No,No,No
ham,هاتف خاطئ! هذا الهاتف! أجبت على هذا ولكن أفترض أن الآخر هو الأشخاص الذين لا أجيدهم,No,No,No
ham,جيم. هناك الكثير من السيارات المولودة بعد ذلك.,No,No,No
ham,لقد أرسلت درجاتي إلى sophas وكان علي تقديم طلب ثانوي لعدد قليل من المدارس. أعتقد أنه إذا كنت تفكر في التقديم ، فقم بإجراء بحث عن التكلفة أيضًا. الاتصال نكتة ogunrinde ، مدرستها هي واحدة لي أقل تكلفة,No,No,No
smishing,تهانينا - في قرعة مسابقة هذا الأسبوع ، ربحت جائزة 1450 جنيهًا إسترلينيًا للمطالبة فقط بالاتصال على 09050002312. T & Cs / Stop SMS 08718727868.,No,No,yes
ham,عيد ميلاد سعيد ... كوني سعيدة .. ابق مبتسما ...,No,No,No
ham,متى ستعود يا رفاق؟ قال G إنك كنت تفكر في عدم البقاء من أجل mcr,No,No,No
spam,"يأتي Block Breaker الآن بتنسيق فاخر مع ميزات جديدة ورسومات رائعة من T-Mobile. اشترِ مقابل 5 جنيهات إسترلينية فقط عن طريق الرد على ""احصل على BBDELUXE"" وأخذ التحدي",No,No,No
smishing,بصفتي عميلًا مهمًا ، يسعدني أن أخبرك أنه بعد المراجعة الأخيرة لرقم هاتفك المحمول ، يتم منحك جائزة مكافأة قدرها 500000 روبية ، اتصل على 8536074310,No,No,yes
ham,لا ليس لدي أي أفلام في الكمبيوتر المحمول الخاص بي,No,No,No
ham,مرحبا حيوان الحفلة الصغير! لقد ظننت فقط أنني سأضربك كما كنت مع أصدقائك ... * ابتسامات * ... لتذكيرك بأنك محبوب وأرسل قبلة عشق شقية,No,No,No
ham,ستضحك ، احذف العلامة واستمر. اتمنى لك الافضل لمستقبلك.,No,No,No
ham,شب ب طيب لور ... ثانكس ...,No,No,No
ham,جدي؟ ما مثل لسانها السليم,No,No,No
ham,الكابينة متاحة ، يتم التقاطها وإسقاطها عند درجات الباب.,No,No,No
ham,Dunno lei ü قرروا جميعًا لور. كيف أبت ليونا؟ عفوًا ، سأقوم بإرسال رسالة إليه.,No,No,No
ham,يا دانغ! لم أقصد إرسال ذلك لك! لول!,No,No,No
ham,Dunno i juz askin لأنني حصلت على بطاقة خصم 20٪ على 4 صالون يُدعى إحساس الشعر ، لذا فأنا أقوم بقص شعرك.,No,No,No
ham,كم سيكلف توظيف قاتل محترف,No,No,No
ham,الحفلة في مكاني في USF ، بدون أي تكلفة (ولكن إذا كان بإمكانك المساهمة بأي شكل من الأشكال ، فسيكون ذلك موضع تقدير كبير) ونعم ، لدينا مساحة لواحد آخر,No,No,No
spam,مرحبًا ، أنا مقاضاة. عمري 20 سنة وأعمل راقصة. احب الجنس. أرسل لي رسالة مباشرة - أنا غرفة نومي الآن. أرسل SUE إلى 89555. بواسطة TextOperator G2 1DA 150ppmsg 18+,No,No,yes
ham,وا ... يو بكفاءة ... جي ... ثانكس ...,No,No,No
ham,Ü حصلت على وات للشراء أخبرنا بذلك ü لا داعي للدخول مرة أخرى.,No,No,No
ham,56 w jetton ave إذا نسيت,No,No,No
ham,ما زلت ضعيفا جدا اليوم .. يوم سيء؟,No,No,No
ham,برابها .. أنا سوريدا .. حقا .. من القلب أنا آسفة,No,No,No
ham,عيد ميلاد سعيد يا هذا...,No,No,No
ham,سأغادر منزلي الآن ...,No,No,No
ham,نعم ، على الأرجح ولكن غير متأكد. أخبرتك Ilol ، لكنني شخصياً لن أزعج نفسي ، ثم مرة أخرى إذا كنت ذاهبًا إلى ذلك الحين ، فأنا أيضًا!,No,No,No
ham,أنا لا أجيب على أي هاتف في ما هو في الواقع ساعة معقولة جدًا ولكني أشعر بالنعاس,No,No,No
ham,أتلقى تهديدات من مدير مبيعاتك شيفاد عندما قدمت شكوى ضده. إنها رسالة رسمية.,No,No,No
ham,نعم تعالي إيما لأن جاي يريد أن يتعاطى بعض الأدوية,No,No,No
ham,لول وتف عشوائية. راجع للشغل هو أن استراحة الغداء الخاصة بك,No,No,No
smishing,تم استلام تسجيل SAM الخاص بك! انقر هنا لإكمال العملية ... http://rghst.xyz/NPHTmtb Reply STOP 2 إلغاء الاشتراك في النصوص المستقبلية,yes,No,No
ham,أطلب من فافا أن يأتي أيضًا ليخبره أنه يمكنه اللعب معًا لاحقًا,No,No,No
ham,لا يهمني إذا كنت لا تفتقدني أو إذا كنت لا تحتاجني .. لكنك ستؤذيني حقًا إذا كنت بحاجة إلي & amp؛ لا تخبرني ......... اعتن بنفسك :-),No,No,No
ham,يمكن أن تفعل لور ...,No,No,No
ham,420,No,No,No
ham,لا يوجد أي معنى في قدمي وقضيبي.,No,No,No
ham,أفضل من ب. إذا لم يستخدمها ، فستفعل زوجته أو الطبيب,No,No,No
ham,أوه ، أنا أعلم ذلك وأنا أشاهد هنا,No,No,No
ham,لول الآن أنا بعد منطاد الهواء الساخن!,No,No,No
spam,خدمات الرسائل القصيرة. للحصول على أرصدة نصية شاملة ، الرجاء الانتقال إلى www.comuk.net تسجيل الدخول = 3qxj9 إلغاء الاشتراك مع STOP ، بدون رسوم إضافية. مساعدة 08702840625.COMUK. 220 سم 2 9AE,yes,No,yes
ham,أضع جميع نقاطك على وحدة الثقافات الإلكترونية بالفعل.,No,No,No
ham,أيقظني عند & lt؛ # & gt؛ صباح الخير :),No,No,No
spam,لمحة عن العافية - فحص صحي من Thyrocare: يغطي القلب والغدة الدرقية والكلى والكبد والسكري والمزيد. 63 اختبارات العافية في المنزل مع 33٪ قرص. : 09222201004,No,No,yes
ham,لا دا. . سيتحدث فيجاي في جايا تي في,No,No,No
ham,عندما تكون الضربة الأولى حمراء. BIRD + ANTELOPE يبدأ TOPLAY في مجال الاعتماد على الذات يعتقد أن هذا + زهرة المحتوى سوف تنمو. عشوائيا!,No,No,No
ham,نعم كنا في الخارج لمدة ساعتين. واتصلت بأسرتي بأكملها لإيقاظهم لأن ذلك بدأ في الساعة 1 صباحًا,No,No,No
spam,قصص قذرة و بنات تنتظرك,No,No,No
ham,ذهبت إلى متجر الملابس غانيش,No,No,No
ham,آسف يا رجل ، حسابي جاف أو سأفعل ، إذا كنت تريد يمكننا استبدال النصف أو يمكنني شراء بعض الهراء باستخدام بطاقتي الائتمانية,No,No,No
ham,ديترويت. منزل الثلج. استمتع بها.,No,No,No
ham,لقد دخلت حياتي وجلبت الشمس .. لامعة عليّ ، تدفئ قلبي. أرسم ابتسامة ثابتة على وجهي ... تجعلني أشعر بالحب والاهتمام,No,No,No
ham,اختي الحبيبة. كيف حالك. متى تستأنف المدرسة. هل هناك حد أدنى لفترة الانتظار قبل إعادة تقديم الطلب؟ احترس,No,No,No
ham,يجب أن تكون Reckon في المدينة بثمانية أعوام حتى تتمكن من المشي من موقف السيارات *.,No,No,No
ham,ماذا تقول لي .. ذهبت إلى الحمام :-),No,No,No
ham,ربما يكون من السهل جدًا تحديد هوية حسابك ، لذلك سأفعل غدًا في UNI,No,No,No
ham,لول إنهم لا يعرفون شيئًا عن هاتفي الرائع. يمكنني النقر فوق حذف الآن إذا أردت.,No,No,No
ham,Nooooooo سأشعر بالملل حتى الموت طوال اليوم. انقطاع الكابلات والانترنت.,No,No,No
smishing,لقد ربحت Nokia 7250i. للمشاركة أرسل Nokia إلى 86021 الآن. HG / Suite342 / 2Lands Row / W1JHL 16+,No,No,yes
ham,وات يجعلك تعتقد أنني سوف أسقط. لكن في الواقع أعتقد أنني عرضة للسقوط 2. أبي محظوظ في المنزل أطلب منه أن يأتي لي يجلب لي بالفعل.,No,No,No
ham,هل كنت تمارس كورتسي الخاص بك؟,No,No,No
ham,نعم هذا يؤدي الغرض! إنها 6 جنيهات إسترلينية للدخول ، هل هذا جيد؟,No,No,No
ham,والد جوي هو جون. إذن جون هو ____ والد جوي. إذا كان الأمر كذلك ، فلديك & lt؛ # & GT؛ معدل الذكاء. يحاول سؤال Tis S IAS الإجابة.,No,No,No
smishing,عزيزي حامل القسيمة ، للمطالبة بعرض هذا الأسبوع ، على جهاز الكمبيوتر الخاص بك ، يرجى الانتقال إلى http://www.e-tlp.co.uk/reward. تنطبق البنود والشروط.,yes,No,No
ham,ك ، جيسون يقول إنه سيكون في الجوار لذا سأكون هناك بالجوار & lt؛ # & gt؛,No,No,No
ham,سيكون ذلك جيدًا ... سأتصل بك في وقت الغداء ، أليس كذلك ، لتنظيم شيء ما؟,No,No,No
ham,لا شيء رائع .. وات أبت ش و whr ru؟,No,No,No
smishing,مرحبًا ، أنا حقًا * أريد الدردشة أو إرسال رسالة نصية إلى 08718738034,No,No,yes
ham,PS U لا اور كبرت الآن أليس كذلك؟,No,No,No
smishing,شخص ما تعرفه قد طلب من خدمة المواعدة 2 الاتصال بك! لا أستطيع تخمين من؟ اتصل على 09058095107 الآن سيتم الكشف عن كل شيء. صندوق بريد 7 ، S3XY 150 ص,No,No,yes
ham,ثم أكل القرف وانتظر قردك وجه الكلبة .......... يو أيها الأحمق ..................,No,No,No
smishing,+123 تهانينا - في قرعة مسابقة هذا الأسبوع ، ربحت جائزة 1450 جنيهًا إسترلينيًا للمطالبة فقط بالاتصال على 09050002311 b4280703. T & Cs / stop SMS 08718727868. أكثر من 18 فقط 150 صفحة في الدقيقة,No,No,yes
ham,الحد الأدنى للمشي هو 3 أميال في اليوم.,No,No,No
ham,بدأ جاي ينفد صبره ويشعر بالقتال,No,No,No
ham,لذلك أقوم بعمل قائمة بالمشترين.,No,No,No
ham,هاهاها .. استخدم عقلك عزيزي,No,No,No
ham,احصل على الباب ، أنا هنا,No,No,No
ham,ديس هو yijue. رأيت الآمرة البريد الخاص بك. في حالة عدم إرسال huiming u my num. ديس هو بلدي الأس.,No,No,No
smishing,شكرا لك ، الفائز أخطرت عن طريق الرسائل القصيرة. حظا طيبا وفقك الله! لا يوجد رد تسويقي مستقبلي STOP على 84122 خدمة العملاء 08450542832,No,No,yes
smishing,نضمن لك الحصول على أحدث هاتف Nokia أو مشغل MP3 iPod سعة 40 جيجابايت أو جائزة بقيمة 500 جنيه إسترليني! كلمة النص: جمع إلى رقم: 83355! IBHltd LdnW15H 150p / Mtmsgrcvd18 +,No,No,yes
ham,لول هذا مختلف. لا أحاول العثور على كل صورة حقيقية التقطتها من قبل.,No,No,No
ham,النزول في gandhipuram والمشي لعبور الطريق. الجانب الأيمن & lt ؛ # & GT ؛ طريق الشارع والانعطاف عند أول يمين.,No,No,No
ham,الآن حصلت على التلفزيون 2 مشاهدة meh؟ لا تعمل اليوم؟,No,No,No
spam,FreeMsg: مرحبًا - أنا بافي. 25 وحب ارضاء الرجال. المنزل وحده الشعور راندي. قم بالرد 2 C my PIX! QlynnBV Help08700621170150p رسالة إرسال stop لإيقاف txts,No,No,yes
ham,لماذا تبقيني بعيدًا هكذا,No,No,No
ham,عندما تفتقد شخصًا ما ، فإن الشخص بالتأكيد مميز بالنسبة لك ..... ولكن إذا كان الشخص مميزًا جدًا ، فلماذا تفوتهم ، فقط ابق على اتصال جيد ..,No,No,No
smishing,الفرصة الأخيرة 2 للمطالبة بقسائم خصم بقيمة 150 جنيهًا إسترلينيًا - أرسل YES إلى 85023 الآن! يقدم أعضاء SavaMob T Cs 08717898035. £ 3.00 Sub. 16. قم بإزالة txt X أو STOP,No,No,yes
ham,أتمنى لك ولأسرتك كل عام وأنتم بخير ..,No,No,No
ham,رائع ، أريد مني أن أذهب إلى كابا أم يجب أن ألتقي بك خارج مو,No,No,No
ham,حسنًا ، إذن لديك عطلة نهاية أسبوع رائعة!,No,No,No
ham,S :) لا منافسة له.,No,No,No
spam,دخول مجاني في الأسبوع الأول 2 TEXTPOD 4 فرصة 2 للفوز بجهاز iPod 40 جيجابايت أو 250 جنيهًا إسترلينيًا نقدًا كل أسبوع. TXT VPOD إلى 81303 Ts & Cs www.textpod.net custcare 08712405020.,yes,No,yes
ham,أوه ك ... أنا أشاهد هنا :) ، أعرف ما حدث,No,No,No
ham,اتصل على الرقم المتاح في الموعد. واطلب ربط المكالمة ب وحيد فاطمة.,No,No,No
ham,أنا آسف. لقد انضممت إلى رابطة الأشخاص الذين لا يبقون على اتصال. تقصد الكثير بالنسبة لي. لقد كنت صديقًا في جميع الأوقات حتى بتكلفة شخصية كبيرة. أتمنى لك أسبوعًا رائعًا. |,No,No,No
ham,"اليوم هو ""يوم مخصص للأغنية .."" ما هي الأغنية التي ستخصصها لي؟",No,No,No
ham,مع أختي لور ... لقد شاهدنا الوظيفة الإيطالية.,No,No,No
ham,كل الأولاد يسخرون مني اليوم. طيب ليس لدي مشكلة. لقد أرسلت للتو رسالة واحدة للمتعة فقط,No,No,No
ham,؛- (حسنًا ، ج ش لاحقًا,No,No,No
ham,أبعث لكم تحيات الفرح والسعادة. هل لديك أمسية gr8,No,No,No
ham,هل ما زلت قادم الليلة؟,No,No,No
ham,اسأل g أو iouri ، لقد رويت القصة مثل عشر مرات بالفعل,No,No,No
spam,أريد بعض الديك! زوجي بعيد ، أحتاج إلى رجل حقيقي 2 يرضيني. أرسل WIFE إلى 89938 لعدم إجراء سلاسل. (نهاية Txt STOP 2 ، طلب نص بقيمة 1.50 جنيهًا إسترلينيًا. OTBox 731 LA1 7WS.),No,No,yes
ham,ثم على الأرجح يسمى Mittelschmertz. ابحث في جوجل. إذا لم يكن لديك باراسيتامول فلا تقلق فسوف يذهب.,No,No,No
ham,يا. ماذا حدث؟ قم بإيقاف تشغيل خليتك طوال اليوم. هذا ليس جيدًا. الآن إذا كنت تهتم ، اتصل بي غدًا.,No,No,No
ham,إنها تقوم فقط بالحسابات البسيطة وليس النسب المئوية.,No,No,No
ham,Aight، you close to or still down around alex's place؟ Aight، you close to or still down around alex's place؟ Aight، you close to or still down around alex's place؟ Aight، you close to or still down around alex's place؟ Aight، you close to or still down around alex's place؟ Aight، you close to or still down around alex's place؟ Aight، you close to or still down around alex's place؟ Aight، you close to or still down around alex's place؟ Aight، you close to or still down around alex's place؟ Aight، you close to or still down around alex's place؟ Aight، you close to or still down around alex's place؟ Aight، you close to or still down around alex's place؟ '' هل تقترب من مكان اليكس او ما زلت متراجعا حوله؟,No,No,No
ham,قرع لي على يا كسر fassyole! بلاكو من لندن,No,No,No
ham,أنا لا أستيقظ حتى الرابعة بعد الظهر ، سوب,No,No,No
smishing,يرجى الاتصال بممثل خدمة العملاء لدينا على 8536074310 بين الساعة 10 صباحًا و 9 مساءً نظرًا لأن لديك W0N جائزة نقدية مضمونة بقيمة 10000 روبية. فريق FL1PKART,No,No,yes
ham,كيف هي احوالك؟ أتمنى أن تكون قد استقرت في العام الدراسي الجديد. فقط أتمنى لك يوم gr8,No,No,No
ham,لم أحصل على أي شيء دا,No,No,No
ham,حسنا صباح الخير سيد. كيف لندن تعالج يا العسل الأسود؟,No,No,No
smishing,حاولنا الاتصال بك لإعادة ردك على رسائلنا القصيرة للحصول على فيديو محمول 750 دقيقة غير محدود TEXT كاميرا فيديو مجانية رد أو اتصل الآن 08000930705 دل خميس,No,No,yes
smishing,لديك بريد صوتي جديد. يرجى الاتصال على 08719181513.,No,No,yes
ham,حصلنا على الطلاق. لول. هي هنا,No,No,No
smishing,هل تريد جهاز فيديو جديد؟ 750 في أي وقت أي شبكة دقيقة؟ تأجير خط بنصف السعر؟ كاميرا الفيديو؟ الرد أو الاتصال 08000930705 للتوصيل غدا,No,No,yes
ham,فقط غني HU. أعتقد أنه من المهم أيضًا العثور على امرأة تعرف المكان جيدًا ويفضل أن تكون مواطنة ذكية أيضًا لمساعدتك على التنقل. حتى أشياء مثل اختيار خطة الهاتف تتطلب التوجيه. عندما تكون في شك اسأل الفتيات بشكل خاص.,No,No,No
spam,اشترِ Space Invaders 4 فرصة 2 للفوز بألعاب Arcade Game Console. اضغط على 0 من أجل Games Arcade (رسوم WAP القياسية) راجع o2.co.uk/games 4 Terms + settings. لا شراء,yes,No,No
smishing,عزيزي العميل ، بسبب ترقية نظام BVN ، تم إلغاء تنشيط بطاقة الصراف الآلي الخاصة بك بواسطة CBN. لإعادة التنشيط ، اتصل بخدمة العملاء 08167340838 للحصول على المساعدة.,No,No,yes
ham,اتصل بي عندما تنتهي ثم أتيت لاختارك.,No,No,No
ham,الكابتن في غرفتنا :),No,No,No
ham,هل أبدأ من السماع.,No,No,No
spam,مرحبًا. نحن بحاجة إلى بعض الطيور الفاخرة والفصول إلى حافز تجريبية للمستخدم من أجل Champneys. هل يمكنني أن أحبطك؟ أحتاج عنوانك ودوبك في أسرع وقت ممكن. قطران,No,No,No
ham,من كوس يمكن لار أنا لست كذلك با داو حسنًا ... 1 مساءً لور ... أنت لا تسأل أبدًا أين نذهب آه ... قلت إنك ستسأل يوم الجمعة لكنه قال أنك ستسأل اليوم ...,No,No,No
ham,نعم :) هو خارج شكله بالكامل :) كلارك ينطق أيضًا بالهدر.,No,No,No
spam,مرحبا يا أولاد. هل تريد إرسال صور XXX ساخنة مباشرة على هاتفك؟ أرسل PORN إلى 69855 مجانًا لمدة 24 ساعة ثم 50 بنسًا في اليوم. لإيقاف النص STOPBCM SF WC1N3XX,No,No,yes
smishing,9 دولارات فقط! المبيعات على متجر النظارات الشمسية أوكلي الرسمي على الإنترنت. 2016 أنماط جديدة كل ما يصل إلى 75٪ قبالة. تخفيضات اليوم الأخير وعائدات مجانية. منافذ أوكلي للنظارات الشمسية الرسمية على الرابط: http: // www.oakleyoutletsco.com,yes,No,No
smishing,عزيزي ديف ، هذا هو إشعارك الأخير لتحصيل 4 * عطلة تينيريفي أو جائزة # 5000 النقدية! اتصل على 09061743806 من الخط الأرضي. صندوق المساهمين الأساسيين SAE Box326 CW25WX 150 جزء في المليون,No,No,yes
ham,لن يكون أي شيء سهلًا على الإطلاق. لكن لا تبحث عن سبب لعدم المخاطرة بالحياة والحب,No,No,No
spam,دخول مجاني إلى مسابقتنا الأسبوعية بقيمة 350 جنيهًا إسترلينيًا فقط أرسل كلمة WIN إلى 80086 الآن. 18 T&C www.txttowin.co.uk,yes,No,yes
smishing,العاجلة! نحاول الاتصال بـ U. تظهر السحب اليوم أنك فزت بجائزة 2000 جنيه إسترليني مضمونة. اتصل على 09066358361 من الخط الأرضي. مطالبة Y87. صالحة لمدة 12 ساعة فقط,No,No,yes
ham,أخبره أيضًا أنني قلت عيد ميلاد سعيد,No,No,No
ham,من المفترض أن نلتقي لمناقشة abt رحلتنا ... هل تعتقد أن xuhui قال لك؟ في الظهيرة. يعتقد أنه يمكننا الذهاب للدرس بعد ذلك,No,No,No
spam,أظهر ألوانك! عرض يورو 2004 2-4-1! احصل على علم إنجلترا ونغمة 3 أسود على هاتفك! انقر على رسالة الخدمة التالية للحصول على معلومات!,No,No,No
spam,NOKIA أو Motorola مجانًا مع بطانة تصل إلى 12 شهرًا بسرعة 1/2 ، 500 دقيقة مجانية لشبكة x و 100txt / شهر مجاني *. اتصل بـ Mobileupd8 على 08001950382 أو اتصل بـ 2optout / D3WV,No,No,yes
ham,ولكن هذا على موقع ئي باي قد يكون أقل في مكان آخر.,No,No,No
ham,أهلاً. أنا آسف فاتني مكالمتك. هل يمكنك الاتصال مرة أخرى.,No,No,No
spam,تشترك U في أفضل خدمة محتوى للجوال في المملكة المتحدة مقابل 3 جنيهات إسترلينية لكل 10 أيام حتى ترسل STOP إلى 82324. خط المساعدة 08706091795,No,No,yes
ham,جيي ... اشتقت لك بالفعل ، هل تعلم؟ كل ما يمكنني التفكير فيه. لا استطيع الانتظار حتى العام القادم عندما نكون معا ... * قبلة محبة *,No,No,No
ham,K .. لقد حذفت جهة الاتصال الخاصة بي فلماذا؟,No,No,No
ham,اضحك بصوت عالى انا اعرف! إنها مثيرة للغاية. المدارس مغلقة بالفعل ليوم غد. يبدو أننا لا نستطيع القيادة في بوصة من الثلج كان من المفترض أن نحصل عليها.,No,No,No
smishing,Uw ING bankieren app bevat verouderde plugins. klik hieronder om de beveiligde versie te downloaden http://mijn.ing-mobiel.com/update.apk,yes,No,No
smishing,! هل كان هاتفك المحمول 11mths +؟ يحق لك التحديث إلى أحدث هاتف محمول مزود بكاميرا ملونة مجانًا! اتصل بشركة Mobile Update Co مجانًا على الرقم 08002986906,No,No,yes
ham,إذا أخذت ما يكفي لتعويض خسارتها ، ستقل درجة حرارتها. وإذا أعطيتها أدوية الملاريا الآن فسوف تتقيأ. إنه مرض يحد من نفسه مما يعني أنه سيتوقف تمامًا في غضون أيام قليلة,No,No,No
ham,Aiyo من فضلك ، لقد حصلت على الوقت meh.,No,No,No
ham,أعتقد أنني أنتظر نفس الحافلة! أبلغني عندما تصل إلى هناك ، إذا وصلت إلى هناك.,No,No,No
ham,اين اتصل بي.,No,No,No
ham,هل هم أولاد ياهو الخاصون بك هم الذين يجلبون الأداء؟ أو قانوني.,No,No,No
ham,حسنًا ، ليس هناك الكثير من الأشياء التي تحدث في Lindsay في العام الجديد * تنهدات * بعض الحانات في Ptbo والمالك الحزين الأزرق بها شيء ما يحدث,No,No,No
spam,تمت إضافة رصيدك إلى http://www.bubbletext.com رقم التعريف الشخصي الخاص بالتجديد هو tgxxrz,No,No,No
smishing,بصفتي عميلًا مهمًا ، يسعدني أن أخبرك أنه بعد المراجعة الأخيرة لرقم Mob الخاص بك ، يتم منحك جائزة مكافأة قدرها 1500 جنيه إسترليني ، اتصل على 09066368470,No,No,yes
ham,حاليا؟ سأخرج 4 عشاء قريبا ..,No,No,No
ham,سيدي ، في انتظار بريدك.,No,No,No
smishing,العاجلة! نحن نحاول الاتصال بك. يُظهر سحب عطلة نهاية الأسبوع الماضي أنك فزت بجائزة قدرها 1000 جنيه إسترليني مضمونة. اتصل على 09064012160. رمز المطالبة K52. صالحة لمدة 12 ساعة فقط. 150 جزء في المليون,No,No,yes
ham,يؤذيني ... يضايقني ... تجعلني أبكي ... ولكن في نهاية حياتي عندما أموت ، من فضلك احتفظ بوردة واحدة على قبري وقل غبي أنا أفتقدك .. استمتع بيوم لطيف BSLVYL,No,No,No
ham,"هل أنت متأكد أنك لا تعني ""تعال إلى هنا ، جعلناك تمسك بكل الأعشاب الضارة""",No,No,No
ham,نأمل في الابتعاد عن لانغبورت بمقدار 7 ساعات. هل ما زلت مستيقظًا للمدينة الليلة؟,No,No,No
ham,الأوريوس الأبيض في المتاجر,No,No,No
ham,وجد مشرفي 4 لي واحدًا أعتقد أن طلابه. أنا لم أسألها بعد. اقول لك بعد ان اسالها.,No,No,No
ham,موافق. يمكن أن تظهر لاحقًا حوالي 8-8: 30 إذا كنت تريد + cld تناول مشروبًا من قبل. يفضل Wld عدم إنفاق الأموال على nosh إذا كنت لا تمانع ، مثل القيام بذلك nxt wk.,No,No,No
smishing,العاجلة! نحن نحاول الاتصال بك. يُظهر السحب في عطلة نهاية الأسبوع الماضية أنك فزت بجائزة قدرها 900 جنيه إسترليني مضمونة. اتصل على 09061701939. رمز المطالبة S89. صالحة لمدة 12 ساعة فقط,No,No,yes
ham,بعد عملي ...,No,No,No
ham,لا يزال هناك فرصة. إذا بحثت بجدية ستحصل عليه ..,No,No,No
ham,لديك بالفعل والدا غير مستقر. ليس من المفترض أن تكون مهمة الطفل لدعم الوالد ... ليس حتى يبلغوا سن الركوب على أي حال. من المفترض أن أكون هناك لدعمك. والآن أنا آذيتك. غير مقصود. لكن مع ذلك تؤذي.,No,No,No
ham,أخبرهم أنك تعاني من الصداع وترغب فقط في استخدام ساعة واحدة من الوقت المرضي.,No,No,No
ham,لا تدع الدراسة تضغط عليك. L8r.,No,No,No
ham,Slaaaaave! أين أنت ؟ هل يجب علي استدعائك إلي طوال الوقت الآن؟ ألا ترغب في القدوم إليّ بمفردك بعد الآن؟,No,No,No
ham,مرحبًا! كيف حالك؟ أنا أشعر بالملل. اعتقدت أن معرف بالملل مع التلفزيون ولكن أنا كذلك. أخبرني أن شيئًا مثيرًا حدث هناك؟ اى شى! = /,No,No,No
ham,مرحبًا ، الشمس القادمة 1030 ، توجد دورة يوغا أساسية ... في بوجيس ... يمكننا الذهاب إلى ذلك ... مقدمة بيلاتيس ، جلسًا التالي ... أخبرني ما هو الوقت الذي تكون فيه متفرغًا,No,No,No
ham,رائع ، سأراسلك عندما أكون في الطريق,No,No,No
ham,يقول رئيسى إن يوم الجمعة هو إجازة لجميع الأقسام الأخرى باستثناء قسمنا :) لذا سيكون الإجازة لك :) بأي طريقة اتصل ب وحيد فاطمة HR وقم بتوافقه :),No,No,No
ham,لا أعلم. أنا جالس هنا في موقف وأتسوق في ساحة انتظار السيارات الآن أغمض عيناي لأنني أشعر أنني فاشل في كل شيء. لا أحد يريدني والآن أشعر أنني أفشل فيك.,No,No,No
ham,أفضل. أعدت يوم الجمعة وحشيت نفسي مثل الخنزير أمس. الآن أشعر بالراحة. ولكن على الأقل لا يتلوى الألم.,No,No,No
ham,حسنًا ، لقد قصدت على عكس الليلة السابقة في حالة سكر,No,No,No
ham,اكتساب حقوق الزوجة لا تطالب بها. أنا أحاول كزوج أيضا,No,No,No
ham,يبدو عظيما! هل انت بالمنزل الآن؟,No,No,No
ham,الحب ليس قرارًا ، إنه شعور. إذا استطعنا أن نقرر من نحبه ، فإن الحياة ستكون ميكانيكية,No,No,No
ham,لا بأس به ولكن قليلًا ... من الأفضل أن تأكل شيئًا الآن وإلا سأشعر بالذنب ...,No,No,No
smishing,تهاني! هاتف Nokia 3650 المزود بكاميرا فيديو هو مكالمتك 09066382422 تكلفة المكالمات 150ppm تختلف المكالمة 3mins عن الهواتف المحمولة 16+ إغلاق 300603 post BCM4284 Ldn WC1N3XX,No,No,yes
spam,مجانًا للأسبوع الأول! NO1 Nokia tone 4 ur mob كل أسبوع فقط أرسل NOKIA إلى 8007 www.getzed.co.uk صندوق بريد 36504 W45WQ norm150p / tone 16+,yes,No,No
ham,لا اذهب. لا توجد فتحات لتلك الغرفة حتى بعد عيد الشكر بدون تكلفة إضافية.,No,No,No
ham,النبيذ يتدفق وأنا لا أفعل أبدا ..,No,No,No
ham,سأصل خلال 20 دقيقة أرض حسنًا ...,No,No,No
ham,نحن في الجدات. أوه عزيزي ، ما زلت مريضة؟ شعرت بالقرف هذا الصباح ولكني أعتقد أنني مجرد مخمور! ثم ليلة أخرى. نغادر يوم السبت.,No,No,No
ham,صلب ليس ج. كان يجب أن تخبرني في وقت سابق.,No,No,No
